Setpoint,Reactor Temperature,Jacket Temperature,Action
63.14056692,82.5068,63.4294,[0.25]
63.14545718,82.5094,63.4311,[0.25]
63.15033927,82.512,63.4328,[0.25]
63.15521319,82.5146,63.4345,[0.25]
63.16007894,82.5172,63.4362,[0.25]
63.16493653,82.5198,63.4379,[0.25]
63.16978596,82.5224,63.4397,[0.25]
63.17462722,82.525,63.4414,[0.25]
63.17946032,82.5276,63.4431,[0.25]
63.18428527,82.5302,63.4448,[0.25]
63.18910206,82.5328,63.4465,[0.25]
63.19391069,82.5354,63.4482,[0.25]
63.19871117,82.538,63.4499,[0.25]
63.2035035,82.5406,63.4516,[0.25]
63.20828768,82.5432,63.4533,[0.25]
63.21306371,82.5458,63.455,[0.25]
63.2178316,82.5484,63.4567,[0.25]
63.22259134,82.551,63.4584,[0.25]
63.22734295,82.5535,63.4601,[0.25]
63.23208641,82.556,63.4618,[0.25]
63.23682173,82.5585,63.4635,[0.25]
63.24154892,82.561,63.4652,[0.25]
63.24626798,82.5635,63.4669,[0.25]
63.2509789,82.566,63.4686,[0.25]
63.25568169,82.5685,63.4703,[0.25]
63.26037636,82.571,63.4719,[0.25]
63.2650629,82.5735,63.4736,[0.25]
63.26974131,82.576,63.4752,[0.25]
63.27441161,82.5785,63.4768,[0.25]
63.27907378,82.581,63.4785,[0.25]
63.28372784,82.5835,63.4801,[0.25]
63.28837379,82.586,63.4818,[0.25]
63.29301162,82.5885,63.4834,[0.25]
63.29764134,82.591,63.485,[0.25]
63.30226295,82.5935,63.4867,[0.25]
63.30687645,82.596,63.4883,[0.25]
63.31148185,82.5985,63.49,[0.25]
63.31607915,82.601,63.4916,[0.25]
63.32066835,82.6035,63.4932,[0.25]
63.32524945,82.6059,63.4949,[0.25]
63.32982246,82.6083,63.4965,[0.25]
63.33438737,82.6107,63.4981,[0.25]
63.3389442,82.6131,63.4997,[0.25]
63.34349293,82.6155,63.5013,[0.25]
63.34803359,82.6179,63.5029,[0.25]
63.35256615,82.6203,63.5045,[0.25]
63.35709064,82.6227,63.5061,[0.25]
63.36160705,82.6251,63.5077,[0.25]
63.36611538,82.6275,63.5093,[0.25]
63.37061565,82.6299,63.5109,[0.25]
63.37510784,82.6323,63.5125,[0.25]
63.37959196,82.6347,63.5141,[0.25]
63.38406801,82.6371,63.5157,[0.25]
63.38853601,82.6395,63.5172,[0.25]
63.39299594,82.6419,63.5188,[0.25]
63.39744781,82.6443,63.5204,[0.25]
63.40189163,82.6467,63.522,[0.25]
63.4063274,82.6491,63.5235,[0.25]
63.41075511,82.6515,63.5251,[0.25]
63.41517478,82.6539,63.5267,[0.25]
63.41958641,82.6563,63.5283,[0.25]
63.42398999,82.6586,63.5298,[0.25]
63.42838553,82.6609,63.5313,[0.25]
63.43277304,82.6632,63.5328,[0.25]
63.43715251,82.6655,63.5344,[0.25]
63.44152395,82.6678,63.5359,[0.25]
63.44588736,82.6701,63.5374,[0.25]
63.45024275,82.6724,63.5389,[0.25]
63.45459011,82.6747,63.5404,[0.25]
63.45892946,82.677,63.5419,[0.25]
63.46326078,82.6793,63.5434,[0.25]
63.4675841,82.6816,63.5449,[0.25]
63.4718994,82.6839,63.5464,[0.25]
63.47620669,82.6862,63.5479,[0.25]
63.48050598,82.6885,63.5494,[0.25]
63.48479727,82.6908,63.5509,[0.25]
63.48908055,82.6931,63.5525,[0.25]
63.49335584,82.6954,63.554,[0.25]
63.49762314,82.6977,63.5555,[0.25]
63.50188244,82.7,63.557,[0.25]
63.50613376,82.7023,63.5585,[0.25]
63.51037709,82.7046,63.56,[0.25]
63.51461245,82.7069,63.5615,[0.25]
63.51883982,82.7091,63.563,[0.25]
63.52305922,82.7113,63.5645,[0.25]
63.52727064,82.7135,63.566,[0.25]
63.5314741,82.7157,63.5675,[0.25]
63.53566959,82.7179,63.569,[0.25]
63.53985712,82.7201,63.5705,[0.25]
63.54403669,82.7223,63.572,[0.25]
63.5482083,82.7245,63.5734,[0.25]
63.55237196,82.7267,63.5749,[0.25]
63.55652767,82.7289,63.5763,[0.25]
63.56067543,82.7311,63.5778,[0.25]
63.56481525,82.7333,63.5792,[0.25]
63.56894714,82.7355,63.5807,[0.25]
63.57307108,82.7377,63.5821,[0.25]
63.57718709,82.7399,63.5835,[0.25]
63.58129517,82.7421,63.585,[0.25]
63.58539532,82.7443,63.5864,[0.25]
63.58948755,82.7465,63.5879,[0.25]
63.59357186,82.7487,63.5893,[0.25]
63.59764826,82.7509,63.5908,[0.25]
63.60171674,82.7531,63.5922,[0.25]
63.60577731,82.7553,63.5936,[0.25]
63.60982997,82.7575,63.5951,[0.25]
63.61387473,82.7597,63.5965,[0.25]
63.6179116,82.7618,63.598,[0.25]
63.62194057,82.7639,63.5994,[0.25]
63.62596164,82.766,63.6008,[0.25]
63.62997483,82.7681,63.6022,[0.25]
63.63398013,82.7702,63.6036,[0.25]
63.63797755,82.7723,63.605,[0.25]
63.64196709,82.7744,63.6064,[0.25]
63.64594876,82.7765,63.6078,[0.25]
63.64992256,82.7786,63.6092,[0.25]
63.65388849,82.7807,63.6106,[0.25]
63.65784656,82.7828,63.612,[0.25]
63.66179676,82.7849,63.6134,[0.25]
63.66573912,82.787,63.6148,[0.25]
63.66967362,82.7891,63.6162,[0.25]
63.67360027,82.7912,63.6176,[0.25]
63.67751908,82.7933,63.619,[0.25]
63.68143004,82.7954,63.6203,[0.25]
63.68533317,82.7975,63.6217,[0.25]
63.68922847,82.7996,63.6231,[0.25]
63.69311593,82.8017,63.6245,[0.25]
63.69699557,82.8038,63.6258,[0.25]
63.70086739,82.8059,63.6272,[0.25]
63.70473139,82.808,63.6286,[0.25]
63.70858758,82.8101,63.63,[0.25]
63.71243596,82.8122,63.6314,[0.25]
63.71627653,82.8142,63.6327,[0.25]
63.7201093,82.8162,63.634,[0.25]
63.72393427,82.8182,63.6354,[0.25]
63.72775144,82.8202,63.6367,[0.25]
63.73156083,82.8222,63.638,[0.25]
63.73536243,82.8242,63.6393,[0.25]
63.73915624,82.8262,63.6406,[0.25]
63.74294228,82.8282,63.6419,[0.25]
63.74672055,82.8302,63.6432,[0.25]
63.75049104,82.8322,63.6445,[0.25]
63.75425377,82.8342,63.6458,[0.25]
63.75800874,82.8362,63.6472,[0.25]
63.76175594,82.8382,63.6485,[0.25]
63.7654954,82.8402,63.6498,[0.25]
63.7692271,82.8422,63.6511,[0.25]
63.77295106,82.8442,63.6524,[0.25]
63.77666728,82.8462,63.6537,[0.25]
63.78037576,82.8482,63.655,[0.25]
63.78407651,82.8502,63.6563,[0.25]
63.78776953,82.8522,63.6576,[0.25]
63.79145483,82.8542,63.659,[0.25]
63.79513241,82.8562,63.6603,[0.25]
63.79880227,82.8582,63.6616,[0.25]
63.80246442,82.8602,63.6629,[0.25]
63.80611886,82.8622,63.6642,[0.25]
63.8097656,82.8642,63.6655,[0.25]
63.81340464,82.8661,63.6668,[0.25]
63.81703598,82.868,63.6681,[0.25]
63.82065964,82.8699,63.6694,[0.25]
63.82427561,82.8718,63.6707,[0.25]
63.8278839,82.8737,63.672,[0.25]
63.83148452,82.8756,63.6733,[0.25]
63.83507746,82.8775,63.6746,[0.25]
63.83866273,82.8794,63.6759,[0.25]
63.84224035,82.8813,63.6771,[0.25]
63.8458103,82.8832,63.6784,[0.25]
63.8493726,82.8851,63.6796,[0.25]
63.85292725,82.887,63.6809,[0.25]
63.85647425,82.8889,63.6821,[0.25]
63.86001362,82.8908,63.6834,[0.25]
63.86354535,82.8927,63.6846,[0.25]
63.86706944,82.8946,63.6859,[0.25]
63.87058591,82.8965,63.6871,[0.25]
63.87409476,82.8984,63.6883,[0.25]
63.87759599,82.9003,63.6896,[0.25]
63.88108961,82.9022,63.6908,[0.25]
63.88457562,82.9041,63.6921,[0.25]
63.88805403,82.906,63.6933,[0.25]
63.89152484,82.9079,63.6946,[0.25]
63.89498805,82.9098,63.6958,[0.25]
63.89844368,82.9117,63.6971,[0.25]
63.90189172,82.9136,63.6983,[0.25]
63.90533218,82.9155,63.6996,[0.25]
63.90876506,82.9173,63.7008,[0.25]
63.91219038,82.9191,63.702,[0.25]
63.91560813,82.9209,63.7032,[0.25]
63.91901832,82.9227,63.7044,[0.25]
63.92242095,82.9245,63.7056,[0.25]
63.92581604,82.9263,63.7068,[0.25]
63.92920357,82.9281,63.708,[0.25]
63.93258357,82.9299,63.7092,[0.25]
63.93595603,82.9317,63.7104,[0.25]
63.93932096,82.9335,63.7116,[0.25]
63.94267836,82.9353,63.7128,[0.25]
63.94602824,82.9371,63.714,[0.25]
63.94937061,82.9389,63.7152,[0.25]
63.95270546,82.9407,63.7164,[0.25]
63.95603281,82.9425,63.7176,[0.25]
63.95935265,82.9443,63.7188,[0.25]
63.962665,82.9461,63.72,[0.25]
63.96596986,82.9479,63.7212,[0.25]
63.96926723,82.9497,63.7224,[0.25]
63.97255712,82.9515,63.7236,[0.25]
63.97583954,82.9533,63.7247,[0.25]
63.97911448,82.9551,63.7259,[0.25]
63.98238196,82.9569,63.7271,[0.25]
63.98564197,82.9587,63.7283,[0.25]
63.98889454,82.9605,63.7295,[0.25]
63.99213965,82.9623,63.7306,[0.25]
63.99537731,82.9641,63.7318,[0.25]
63.99860754,82.9659,63.733,[0.25]
64.00183033,82.9677,63.7342,[0.25]
64.00504569,82.9695,63.7354,[0.25]
64.00825362,82.9712,63.7365,[0.25]
64.01145414,82.9729,63.7377,[0.25]
64.01464724,82.9746,63.7388,[0.25]
64.01783294,82.9763,63.7399,[0.25]
64.02101123,82.978,63.741,[0.25]
64.02418212,82.9797,63.7421,[0.25]
64.02734562,82.9814,63.7432,[0.25]
64.03050173,82.9831,63.7444,[0.25]
64.03365046,82.9848,63.7455,[0.25]
64.03679182,82.9865,63.7466,[0.25]
64.0399258,82.9882,63.7477,[0.25]
64.04305242,82.9899,63.7488,[0.25]
64.04617167,82.9916,63.7499,[0.25]
64.04928358,82.9933,63.751,[0.25]
64.05238813,82.995,63.7522,[0.25]
64.05548533,82.9967,63.7533,[0.25]
64.0585752,82.9984,63.7544,[0.25]
64.06165774,83.0001,63.7555,[0.25]
64.06473295,83.0018,63.7566,[0.25]
64.06780083,83.0035,63.7577,[0.25]
64.0708614,83.0052,63.7588,[0.25]
64.07391466,83.0069,63.76,[0.25]
64.07696061,83.0086,63.7611,[0.25]
64.07999927,83.0103,63.7622,[0.25]
64.08303062,83.012,63.7633,[0.25]
64.08605469,83.0137,63.7644,[0.25]
64.08907148,83.0154,63.7655,[0.25]
64.09208099,83.0171,63.7666,[0.25]
64.09508322,83.0188,63.7678,[0.25]
64.0980782,83.0205,63.7689,[0.25]
64.1010659,83.0221,63.77,[0.25]
64.10404636,83.0237,63.7711,[0.25]
64.10701957,83.0253,63.7722,[0.25]
64.10998553,83.0269,63.7733,[0.25]
64.11294425,83.0285,63.7744,[0.25]
64.11589575,83.0301,63.7755,[0.25]
64.11884001,83.0317,63.7766,[0.25]
64.12177706,83.0333,63.7777,[0.25]
64.12470689,83.0349,63.7787,[0.25]
64.12762951,83.0365,63.7798,[0.25]
64.13054493,83.0381,63.7808,[0.25]
64.13345315,83.0397,63.7819,[0.25]
64.13635418,83.0413,63.7829,[0.25]
64.13924803,83.0429,63.784,[0.25]
64.14213469,83.0445,63.785,[0.25]
64.14501418,83.0461,63.7861,[0.25]
64.1478865,83.0477,63.7871,[0.25]
64.15075167,83.0493,63.7882,[0.25]
64.15360967,83.0509,63.7892,[0.25]
64.15646052,83.0525,63.7903,[0.25]
64.15930423,83.0541,63.7913,[0.25]
64.16214081,83.0557,63.7924,[0.25]
64.16497025,83.0573,63.7934,[0.25]
64.16779256,83.0589,63.7945,[0.25]
64.17060775,83.0605,63.7955,[0.25]
64.17341583,83.0621,63.7966,[0.25]
64.1762168,83.0637,63.7976,[0.25]
64.17901067,83.0653,63.7987,[0.25]
64.18179744,83.0669,63.7997,[0.25]
64.18457712,83.0685,63.8008,[0.25]
64.18734972,83.0701,63.8018,[0.25]
64.19011524,83.0717,63.8029,[0.25]
64.19287369,83.0733,63.8039,[0.25]
64.19562507,83.0748,63.8049,[0.25]
64.19836939,83.0763,63.8059,[0.25]
64.20110666,83.0778,63.8069,[0.25]
64.20383688,83.0793,63.8079,[0.25]
64.20656006,83.0808,63.8089,[0.25]
64.20927621,83.0823,63.8099,[0.25]
64.21198533,83.0838,63.8109,[0.25]
64.21468742,83.0853,63.8119,[0.25]
64.2173825,83.0868,63.8129,[0.25]
64.22007056,83.0883,63.8139,[0.25]
64.22275163,83.0898,63.8149,[0.25]
64.2254257,83.0913,63.8159,[0.25]
64.22809277,83.0928,63.8169,[0.25]
64.23075286,83.0943,63.8179,[0.25]
64.23340597,83.0958,63.8189,[0.25]
64.23605211,83.0973,63.8199,[0.25]
64.23869128,83.0988,63.8209,[0.25]
64.2413235,83.1003,63.8219,[0.25]
64.24394876,83.1018,63.8229,[0.25]
64.24656707,83.1033,63.8239,[0.25]
64.24917844,83.1048,63.8249,[0.25]
64.25178288,83.1063,63.8259,[0.25]
64.25438039,83.1078,63.8269,[0.25]
64.25697098,83.1093,63.8279,[0.25]
64.25955465,83.1108,63.8289,[0.25]
64.26213141,83.1123,63.8299,[0.25]
64.26470128,83.1138,63.8309,[0.25]
64.26726424,83.1153,63.8318,[0.25]
64.26982032,83.1168,63.8328,[0.25]
64.27236952,83.1183,63.8338,[0.25]
64.27491184,83.1198,63.8348,[0.25]
64.27744728,83.1213,63.8358,[0.25]
64.27997587,83.1228,63.8368,[0.25]
64.2824976,83.1243,63.8377,[0.25]
64.28501248,83.1257,63.8387,[0.25]
64.28752052,83.1271,63.8396,[0.25]
64.29002171,83.1285,63.8406,[0.25]
64.29251608,83.1299,63.8415,[0.25]
64.29500363,83.1313,63.8424,[0.25]
64.29748435,83.1327,63.8433,[0.25]
64.29995827,83.1341,63.8442,[0.25]
64.30242538,83.1355,63.8452,[0.25]
64.3048857,83.1369,63.8461,[0.25]
64.30733923,83.1383,63.847,[0.25]
64.30978597,83.1397,63.8479,[0.25]
64.31222593,83.1411,63.8488,[0.25]
64.31465913,83.1425,63.8497,[0.25]
64.31708555,83.1439,63.8507,[0.25]
64.31950523,83.1453,63.8516,[0.25]
64.32191815,83.1467,63.8525,[0.25]
64.32432433,83.1481,63.8534,[0.25]
64.32672377,83.1495,63.8543,[0.25]
64.32911648,83.1509,63.8553,[0.25]
64.33150247,83.1523,63.8562,[0.25]
64.33388174,83.1537,63.8571,[0.25]
64.3362543,83.1551,63.858,[0.25]
64.33862016,83.1565,63.8589,[0.25]
64.34097932,83.1579,63.8598,[0.25]
64.3433318,83.1593,63.8608,[0.25]
64.34567759,83.1607,63.8617,[0.25]
64.3480167,83.1621,63.8626,[0.25]
64.35034915,83.1635,63.8635,[0.25]
64.35267493,83.1649,63.8644,[0.25]
64.35499406,83.1663,63.8653,[0.25]
64.35730654,83.1677,63.8663,[0.25]
64.35961238,83.1691,63.8672,[0.25]
64.36191159,83.1705,63.8681,[0.25]
64.36420417,83.1719,63.869,[0.25]
64.36649013,83.1733,63.8699,[0.25]
64.36876947,83.1747,63.8709,[0.25]
64.37104221,83.1761,63.8718,[0.25]
64.37330835,83.1775,63.8727,[0.25]
64.37556789,83.1788,63.8736,[0.25]
64.37782085,83.1801,63.8745,[0.25]
64.38006724,83.1814,63.8754,[0.25]
64.38230705,83.1827,63.8763,[0.25]
64.38454029,83.184,63.8772,[0.25]
64.38676698,83.1853,63.8781,[0.25]
64.38898712,83.1866,63.879,[0.25]
64.39120071,83.1879,63.8799,[0.25]
64.39340777,83.1892,63.8808,[0.25]
64.3956083,83.1905,63.8816,[0.25]
64.39780231,83.1918,63.8825,[0.25]
64.3999898,83.1931,63.8833,[0.25]
64.40217079,83.1944,63.8842,[0.25]
64.40434527,83.1957,63.885,[0.25]
64.40651326,83.197,63.8859,[0.25]
64.40867477,83.1983,63.8867,[0.25]
64.41082979,83.1996,63.8876,[0.25]
64.41297834,83.2009,63.8884,[0.25]
64.41512043,83.2022,63.8893,[0.25]
64.41725606,83.2035,63.8901,[0.25]
64.41938524,83.2048,63.891,[0.25]
64.42150798,83.2061,63.8918,[0.25]
64.42362428,83.2074,63.8927,[0.25]
64.42573415,83.2087,63.8936,[0.25]
64.4278376,83.21,63.8944,[0.25]
64.42993463,83.2113,63.8953,[0.25]
64.43202526,83.2126,63.8961,[0.25]
64.43410949,83.2139,63.897,[0.25]
64.43618732,83.2152,63.8978,[0.25]
64.43825877,83.2165,63.8987,[0.25]
64.44032385,83.2178,63.8995,[0.25]
64.44238255,83.2191,63.9004,[0.25]
64.44443489,83.2204,63.9012,[0.25]
64.44648087,83.2217,63.9021,[0.25]
64.4485205,83.223,63.9029,[0.25]
64.4505538,83.2243,63.9038,[0.25]
64.45258076,83.2256,63.9046,[0.25]
64.45460139,83.2269,63.9055,[0.25]
64.4566157,83.2282,63.9063,[0.25]
64.4586237,83.2295,63.9072,[0.25]
64.4606254,83.2307,63.908,[0.25]
64.4626208,83.2319,63.9088,[0.25]
64.46460991,83.2331,63.9096,[0.25]
64.46659273,83.2343,63.9104,[0.25]
64.46856929,83.2355,63.9112,[0.25]
64.47053957,83.2367,63.912,[0.25]
64.4725036,83.2379,63.9128,[0.25]
64.47446137,83.2391,63.9136,[0.25]
64.4764129,83.2403,63.9144,[0.25]
64.47835819,83.2415,63.9152,[0.25]
64.48029725,83.2427,63.916,[0.25]
64.48223009,83.2439,63.9168,[0.25]
64.48415672,83.2451,63.9176,[0.25]
64.48607713,83.2463,63.9184,[0.25]
64.48799135,83.2475,63.9192,[0.25]
64.48989937,83.2487,63.92,[0.25]
64.49180121,83.2499,63.9208,[0.25]
64.49369688,83.2511,63.9216,[0.25]
64.49558637,83.2523,63.9224,[0.25]
64.4974697,83.2535,63.9232,[0.25]
64.49934688,83.2547,63.924,[0.25]
64.50121791,83.2559,63.9248,[0.25]
64.5030828,83.2571,63.9256,[0.25]
64.50494155,83.2583,63.9264,[0.25]
64.50679419,83.2595,63.9272,[0.25]
64.50864071,83.2607,63.928,[0.25]
64.51048112,83.2619,63.9288,[0.25]
64.51231542,83.2631,63.9296,[0.25]
64.51414364,83.2643,63.9304,[0.25]
64.51596577,83.2655,63.9312,[0.25]
64.51778182,83.2667,63.932,[0.25]
64.5195918,83.2679,63.9328,[0.25]
64.52139571,83.2691,63.9336,[0.25]
64.52319358,83.2703,63.9343,[0.25]
64.52498539,83.2715,63.9351,[0.25]
64.52677117,83.2727,63.9359,[0.25]
64.52855091,83.2739,63.9367,[0.25]
64.53032463,83.2751,63.9375,[0.25]
64.53209233,83.2763,63.9383,[0.25]
64.53385403,83.2775,63.9391,[0.25]
64.53560972,83.2787,63.9399,[0.25]
64.53735942,83.2799,63.9406,[0.25]
64.53910313,83.2811,63.9414,[0.25]
64.54084087,83.2823,63.9422,[0.25]
64.54257264,83.2834,63.943,[0.25]
64.54429844,83.2845,63.9437,[0.25]
64.54601829,83.2856,63.9444,[0.25]
64.5477322,83.2867,63.9452,[0.25]
64.54944016,83.2878,63.9459,[0.25]
64.5511422,83.2889,63.9466,[0.25]
64.55283831,83.29,63.9473,[0.25]
64.55452851,83.2911,63.9481,[0.25]
64.55621279,83.2922,63.9488,[0.25]
64.55789118,83.2933,63.9495,[0.25]
64.55956368,83.2944,63.9502,[0.25]
64.5612303,83.2955,63.9509,[0.25]
64.56289104,83.2966,63.9517,[0.25]
64.56454591,83.2977,63.9524,[0.25]
64.56619492,83.2988,63.9531,[0.25]
64.56783808,83.2999,63.9538,[0.25]
64.56947539,83.301,63.9545,[0.25]
64.57110687,83.3021,63.9553,[0.25]
64.57273252,83.3032,63.956,[0.25]
64.57435235,83.3043,63.9567,[0.25]
64.57596637,83.3054,63.9574,[0.25]
64.57757459,83.3065,63.9582,[0.25]
64.579177,83.3076,63.9589,[0.25]
64.58077363,83.3087,63.9596,[0.25]
64.58236448,83.3098,63.9603,[0.25]
64.58394955,83.3109,63.961,[0.25]
64.58552886,83.312,63.9618,[0.25]
64.58710242,83.3131,63.9625,[0.25]
64.58867022,83.3142,63.9632,[0.25]
64.59023229,83.3153,63.9639,[0.25]
64.59178862,83.3164,63.9646,[0.25]
64.59333923,83.3175,63.9654,[0.25]
64.59488412,83.3186,63.9661,[0.25]
64.5964233,83.3197,63.9668,[0.25]
64.59795679,83.3208,63.9675,[0.25]
64.59948458,83.3219,63.9682,[0.25]
64.60100668,83.323,63.969,[0.25]
64.60252311,83.3241,63.9697,[0.25]
64.60403387,83.3252,63.9704,[0.25]
64.60553897,83.3263,63.9711,[0.25]
64.60703842,83.3274,63.9719,[0.25]
64.60853223,83.3285,63.9726,[0.25]
64.6100204,83.3296,63.9733,[0.25]
64.61150294,83.3307,63.974,[0.25]
64.61297986,83.3318,63.9747,[0.25]
64.61445117,83.3329,63.9755,[0.25]
64.61591688,83.334,63.9762,[0.25]
64.61737699,83.335,63.9769,[0.25]
64.61883152,83.336,63.9776,[0.25]
64.62028046,83.337,63.9783,[0.25]
64.62172384,83.338,63.979,[0.25]
64.62316165,83.339,63.9797,[0.25]
64.62459391,83.34,63.9804,[0.25]
64.62602062,83.341,63.9811,[0.25]
64.6274418,83.342,63.9818,[0.25]
64.62885744,83.343,63.9825,[0.25]
64.63026757,83.344,63.9831,[0.25]
64.63167218,83.345,63.9838,[0.25]
64.63307128,83.346,63.9845,[0.25]
64.63446489,83.347,63.9851,[0.25]
64.635853,83.348,63.9858,[0.25]
64.63723564,83.349,63.9864,[0.25]
64.63861281,83.35,63.9871,[0.25]
64.63998451,83.351,63.9877,[0.25]
64.64135075,83.352,63.9884,[0.25]
64.64271155,83.353,63.989,[0.25]
64.64406691,83.354,63.9897,[0.25]
64.64541683,83.355,63.9904,[0.25]
64.64676133,83.356,63.991,[0.25]
64.64810042,83.357,63.9917,[0.25]
64.64943411,83.358,63.9923,[0.25]
64.65076239,83.359,63.993,[0.25]
64.65208528,83.36,63.9936,[0.25]
64.6534028,83.361,63.9943,[0.25]
64.65471494,83.362,63.9949,[0.25]
64.65602171,83.363,63.9956,[0.25]
64.65732313,83.364,63.9963,[0.25]
64.6586192,83.365,63.9969,[0.25]
64.65990993,83.366,63.9976,[0.25]
64.66119532,83.367,63.9982,[0.25]
64.6624754,83.368,63.9989,[0.25]
64.66375016,83.369,63.9995,[0.25]
64.66501961,83.37,64.0002,[0.25]
64.66628377,83.371,64.0008,[0.25]
64.66754263,83.372,64.0015,[0.25]
64.66879621,83.373,64.0022,[0.25]
64.67004452,83.374,64.0028,[0.25]
64.67128757,83.375,64.0035,[0.25]
64.67252535,83.376,64.0041,[0.25]
64.67375789,83.377,64.0048,[0.25]
64.67498519,83.378,64.0054,[0.25]
64.67620726,83.379,64.0061,[0.25]
64.67742411,83.38,64.0067,[0.25]
64.67863574,83.381,64.0074,[0.25]
64.67984217,83.382,64.0081,[0.25]
64.68104339,83.383,64.0087,[0.25]
64.68223943,83.384,64.0094,[0.25]
64.68343029,83.385,64.01,[0.25]
64.68461597,83.386,64.0107,[0.25]
64.68579649,83.3869,64.0113,[0.25]
64.68697185,83.3878,64.0119,[0.25]
64.68814207,83.3887,64.0125,[0.25]
64.68930715,83.3896,64.0131,[0.25]
64.6904671,83.3905,64.0137,[0.25]
64.69162192,83.3914,64.0143,[0.25]
64.69277164,83.3923,64.0149,[0.25]
64.69391624,83.3932,64.0155,[0.25]
64.69505575,83.3941,64.0161,[0.25]
64.69619018,83.395,64.0167,[0.25]
64.69731952,83.3959,64.0173,[0.25]
64.69844379,83.3968,64.0179,[0.25]
64.699563,83.3977,64.0185,[0.25]
64.70067716,83.3986,64.0191,[0.25]
64.70178627,83.3995,64.0197,[0.25]
64.70289034,83.4004,64.0203,[0.25]
64.70398938,83.4013,64.0209,[0.25]
64.7050834,83.4022,64.0215,[0.25]
64.70617242,83.4031,64.0221,[0.25]
64.70725642,83.404,64.0227,[0.25]
64.70833544,83.4049,64.0233,[0.25]
64.70940946,83.4058,64.0239,[0.25]
64.71047851,83.4067,64.0245,[0.25]
64.71154259,83.4076,64.0251,[0.25]
64.71260171,83.4085,64.0257,[0.25]
64.71365588,83.4094,64.0263,[0.25]
64.71470511,83.4103,64.0269,[0.25]
64.71574939,83.4112,64.0275,[0.25]
64.71678876,83.4121,64.0281,[0.25]
64.7178232,83.413,64.0287,[0.25]
64.71885274,83.4139,64.0293,[0.25]
64.71987737,83.4148,64.0299,[0.25]
64.72089711,83.4157,64.0305,[0.25]
64.72191197,83.4166,64.0311,[0.25]
64.72292196,83.4175,64.0317,[0.25]
64.72392707,83.4184,64.0323,[0.25]
64.72492733,83.4193,64.0329,[0.25]
64.72592274,83.4202,64.0335,[0.25]
64.72691331,83.4211,64.0341,[0.25]
64.72789905,83.422,64.0347,[0.25]
64.72887996,83.4229,64.0353,[0.25]
64.72985606,83.4238,64.0359,[0.25]
64.73082735,83.4247,64.0365,[0.25]
64.73179384,83.4256,64.0371,[0.25]
64.73275554,83.4265,64.0376,[0.25]
64.73371247,83.4274,64.0382,[0.25]
64.73466462,83.4283,64.0388,[0.25]
64.73561201,83.4292,64.0394,[0.25]
64.73655464,83.4301,64.04,[0.25]
64.73749252,83.431,64.0406,[0.25]
64.73842567,83.4319,64.0412,[0.25]
64.73935409,83.4328,64.0418,[0.25]
64.74027779,83.4337,64.0424,[0.25]
64.74119678,83.4346,64.043,[0.25]
64.74211106,83.4355,64.0435,[0.25]
64.74302065,83.4364,64.0441,[0.25]
64.74392556,83.4373,64.0447,[0.25]
64.74482578,83.4382,64.0453,[0.25]
64.74572134,83.4391,64.0459,[0.25]
64.74661224,83.4399,64.0465,[0.25]
64.74749848,83.4407,64.047,[0.25]
64.74838009,83.4415,64.0475,[0.25]
64.74925706,83.4423,64.0481,[0.25]
64.7501294,83.4431,64.0486,[0.25]
64.75099713,83.4439,64.0491,[0.25]
64.75186025,83.4447,64.0496,[0.25]
64.75271877,83.4455,64.0502,[0.25]
64.7535727,83.4463,64.0507,[0.25]
64.75442204,83.4471,64.0512,[0.25]
64.75526682,83.4479,64.0517,[0.25]
64.75610703,83.4487,64.0523,[0.25]
64.75694268,83.4495,64.0528,[0.25]
64.75777378,83.4503,64.0533,[0.25]
64.75860035,83.4511,64.0538,[0.25]
64.75942239,83.4519,64.0544,[0.25]
64.7602399,83.4527,64.0549,[0.25]
64.7610529,83.4535,64.0554,[0.25]
64.7618614,83.4543,64.0559,[0.25]
64.7626654,83.4551,64.0565,[0.25]
64.76346492,83.4559,64.057,[0.25]
64.76425996,83.4567,64.0575,[0.25]
64.76505053,83.4575,64.058,[0.25]
64.76583663,83.4583,64.0586,[0.25]
64.76661829,83.4591,64.0591,[0.25]
64.7673955,83.4599,64.0596,[0.25]
64.76816828,83.4607,64.0601,[0.25]
64.76893663,83.4615,64.0607,[0.25]
64.76970057,83.4623,64.0612,[0.25]
64.7704601,83.4631,64.0617,[0.25]
64.77121522,83.4639,64.0622,[0.25]
64.77196596,83.4647,64.0628,[0.25]
64.77271231,83.4655,64.0633,[0.25]
64.77345429,83.4663,64.0638,[0.25]
64.77419191,83.4671,64.0643,[0.25]
64.77492517,83.4679,64.0649,[0.25]
64.77565408,83.4687,64.0654,[0.25]
64.77637865,83.4695,64.0659,[0.25]
64.7770989,83.4703,64.0664,[0.25]
64.77781482,83.4711,64.067,[0.25]
64.77852643,83.4719,64.0675,[0.25]
64.77923373,83.4727,64.068,[0.25]
64.77993674,83.4735,64.0685,[0.25]
64.78063546,83.4743,64.069,[0.25]
64.78132991,83.4751,64.0696,[0.25]
64.78202009,83.4759,64.0701,[0.25]
64.782706,83.4767,64.0706,[0.25]
64.78338767,83.4775,64.0711,[0.25]
64.78406509,83.4783,64.0717,[0.25]
64.78473828,83.4791,64.0722,[0.25]
